countrycode,year,month,area,births,TFR,country,births_yearly,population,modate,CBR
AUS,2012,1,1,25585.529,1.9299999,Australia,308309.81,22852644,624,.013435047
AUS,2012,2,1,25344.051,1.91,Australia,308309.81,22852644,625,.013308246
AUS,2012,3,1,25405.461,1.91,Australia,308309.81,22852644,626,.013340493
AUS,2012,4,1,25511.4,1.92,Australia,308309.81,22852644,627,.013396122
AUS,2012,5,1,25660.689,1.9299999,Australia,308309.81,22852644,628,.013474514
AUS,2012,6,1,25721.699,1.9299999,Australia,308309.81,22852644,629,.01350655
AUS,2012,7,1,25757.07,1.9299999,Australia,308309.81,22852644,630,.013525124
AUS,2012,8,1,25873.01,1.9400001,Australia,308309.81,22852644,631,.013586004
AUS,2012,9,1,25483.6,1.9,Australia,308309.81,22852644,632,.013381524
AUS,2012,10,1,26021.6,1.9400001,Australia,308309.81,22852644,633,.01366403
AUS,2012,11,1,26065.75,1.9400001,Australia,308309.81,22852644,634,.013687213
AUS,2012,12,1,25879.961,1.9299999,Australia,308309.81,22852644,635,.013589654
AUS,2013,1,1,25695.439,1.91,Australia,305872.81,23236270.5,636,.013269998
AUS,2013,2,1,25766.301,1.91,Australia,305872.81,23236270.5,637,.013306594
AUS,2013,3,1,25720.289,1.91,Australia,305872.81,23236270.5,638,.013282832
AUS,2013,4,1,25247.939,1.87,Australia,305872.81,23236270.5,639,.013038894
AUS,2013,5,1,25768.859,1.91,Australia,305872.81,23236270.5,640,.013307915
AUS,2013,6,1,25772.99,1.9,Australia,305872.81,23236270.5,641,.013310049
AUS,2013,7,1,25213.59,1.86,Australia,305872.81,23236270.5,642,.013021155
AUS,2013,8,1,25278.51,1.85,Australia,305872.81,23236270.5,643,.013054682
AUS,2013,9,1,25294.471,1.85,Australia,305872.81,23236270.5,644,.013062924
AUS,2013,10,1,25076.1,1.8200001,Australia,305872.81,23236270.5,645,.01295015
AUS,2013,11,1,25513.609,1.85,Australia,305872.81,23236270.5,646,.013176096
AUS,2013,12,1,25524.73,1.84,Australia,305872.81,23236270.5,647,.013181838
AUS,2014,1,1,24935.27,1.79,Australia,308375.94,23595600.5,648,.012681315
AUS,2014,2,1,26515.779,1.89,Australia,308375.94,23595600.5,649,.013485113
AUS,2014,3,1,25744.51,1.83,Australia,308375.94,23595600.5,650,.01309287
AUS,2014,4,1,25722.9,1.8200001,Australia,308375.94,23595600.5,651,.013081879
AUS,2014,5,1,25593.16,1.8099999,Australia,308375.94,23595600.5,652,.013015898
AUS,2014,6,1,25440.77,1.79,Australia,308375.94,23595600.5,653,.012938396
AUS,2014,7,1,25782.59,1.8099999,Australia,308375.94,23595600.5,654,.013112236
AUS,2014,8,1,25599.359,1.8,Australia,308375.94,23595600.5,655,.01301905
AUS,2014,9,1,25768.141,1.8099999,Australia,308375.94,23595600.5,656,.013104888
AUS,2014,10,1,25943.99,1.8200001,Australia,308375.94,23595600.5,657,.013194319
AUS,2014,11,1,25731.08,1.8099999,Australia,308375.94,23595600.5,658,.01308604
AUS,2014,12,1,25598.391,1.8,Australia,308375.94,23595600.5,659,.013018558
AUS,2015,1,1,25506.08,1.8,Australia,304640.03,23948002,660,.012780731
AUS,2015,2,1,25277.18,1.78,Australia,304640.03,23948002,661,.012666032
AUS,2015,3,1,25181.6,1.78,Australia,304640.03,23948002,662,.012618138
AUS,2015,4,1,25102.721,1.78,Australia,304640.03,23948002,663,.012578613
AUS,2015,5,1,25158.5,1.78,Australia,304640.03,23948002,664,.012606563
AUS,2015,6,1,25048.27,1.78,Australia,304640.03,23948002,665,.012551328
AUS,2015,7,1,25773.42,1.83,Australia,304640.03,23948002,666,.012914691
AUS,2015,8,1,25623.16,1.8099999,Australia,304640.03,23948002,667,.012839397
AUS,2015,9,1,25444.84,1.8,Australia,304640.03,23948002,668,.012750044
AUS,2015,10,1,25529.859,1.8,Australia,304640.03,23948002,669,.012792646
AUS,2015,11,1,25340.01,1.78,Australia,304640.03,23948002,670,.012697515
AUS,2015,12,1,25654.381,1.8,Australia,304640.03,23948002,671,.012855042
AUS,2016,1,1,25695.27,1.8,Australia,309473.13,24329963,672,.012673395
AUS,2016,2,1,26054.439,1.8200001,Australia,309473.13,24329963,673,.012850544
AUS,2016,3,1,26025.811,1.8200001,Australia,309473.13,24329963,674,.012836425
AUS,2016,4,1,26364.65,1.84,Australia,309473.13,24329963,675,.013003547
AUS,2016,5,1,25944.35,1.8,Australia,309473.13,24329963,676,.012796246
AUS,2016,6,1,26091.5,1.8099999,Australia,309473.13,24329963,677,.012868823
AUS,2016,7,1,25865.49,1.79,Australia,309473.13,24329963,678,.012757352
AUS,2016,8,1,25439.699,1.76,Australia,309473.13,24329963,679,.012547343
AUS,2016,9,1,25741.93,1.78,Australia,309473.13,24329963,680,.012696409
AUS,2016,10,1,25577.93,1.77,Australia,309473.13,24329963,681,.012615521
AUS,2016,11,1,25328.1,1.76,Australia,309473.13,24329963,682,.0124923
AUS,2016,12,1,25343.961,1.76,Australia,309473.13,24329963,683,.012500123
AUS,2017,1,1,25446.529,1.76,Australia,301401.19,24731038.5,684,.01234717
AUS,2017,2,1,25096.16,1.74,Australia,301401.19,24731038.5,685,.012177165
AUS,2017,3,1,25157.801,1.74,Australia,301401.19,24731038.5,686,.012207074
AUS,2017,4,1,25230.77,1.75,Australia,301401.19,24731038.5,687,.012242479
AUS,2017,5,1,24954.34,1.73,Australia,301401.19,24731038.5,688,.01210835
AUS,2017,6,1,25178.82,1.75,Australia,301401.19,24731038.5,689,.012217273
AUS,2017,7,1,25094.25,1.74,Australia,301401.19,24731038.5,690,.012176238
AUS,2017,8,1,25314.34,1.76,Australia,301401.19,24731038.5,691,.01228303
AUS,2017,9,1,25126.59,1.75,Australia,301401.19,24731038.5,692,.01219193
AUS,2017,10,1,24881.891,1.73,Australia,301401.19,24731038.5,693,.012073196
AUS,2017,11,1,24918.221,1.74,Australia,301401.19,24731038.5,694,.012090825
AUS,2017,12,1,25001.49,1.74,Australia,301401.19,24731038.5,695,.012131229
AUS,2018,1,1,25427.68,1.78,Australia,298954.66,25119705.5,696,.012147123
AUS,2018,2,1,25094.01,1.76,Australia,298954.66,25119705.5,697,.011987725
AUS,2018,3,1,24849.74,1.74,Australia,298954.66,25119705.5,698,.011871034
AUS,2018,4,1,24644.98,1.73,Australia,298954.66,25119705.5,699,.011773217
AUS,2018,5,1,24657.131,1.73,Australia,298954.66,25119705.5,700,.011779022
AUS,2018,6,1,24897.84,1.75,Australia,298954.66,25119705.5,701,.011894012
AUS,2018,7,1,24782.801,1.74,Australia,298954.66,25119705.5,702,.011839056
AUS,2018,8,1,24769.301,1.73,Australia,298954.66,25119705.5,703,.011832607
AUS,2018,9,1,24731.93,1.72,Australia,298954.66,25119705.5,704,.011814754
AUS,2018,10,1,24831.561,1.72,Australia,298954.66,25119705.5,705,.01186235
AUS,2018,11,1,25180.051,1.74,Australia,298954.66,25119705.5,706,.012028827
AUS,2018,12,1,25087.631,1.73,Australia,298954.66,25119705.5,707,.011984678
AUS,2019,1,1,24749.211,1.7,Australia,297930.75,25482714,708,.011654588
AUS,2019,2,1,25020.689,1.71,Australia,297930.75,25482714,709,.011782429
AUS,2019,3,1,25014.27,1.7,Australia,297930.75,25482714,710,.011779406
AUS,2019,4,1,24932.17,1.6900001,Australia,297930.75,25482714,711,.011740745
AUS,2019,5,1,25224.07,1.71,Australia,297930.75,25482714,712,.011878203
AUS,2019,6,1,24782.061,1.67,Australia,297930.75,25482714,713,.011670057
AUS,2019,7,1,24666.26,1.66,Australia,297930.75,25482714,714,.011615526
AUS,2019,8,1,24610.52,1.65,Australia,297930.75,25482714,715,.011589278
AUS,2019,9,1,24789.449,1.66,Australia,297930.75,25482714,716,.011673536
AUS,2019,10,1,25168.27,1.6799999,Australia,297930.75,25482714,717,.011851925
AUS,2019,11,1,24703.4,1.65,Australia,297930.75,25482714,718,.011633015
AUS,2019,12,1,24270.381,1.62,Australia,297930.75,25482714,719,.011429103
AUS,2020,1,1,24691.369,1.64,Australia,289080.56,25743791,720,.011509432
AUS,2020,2,1,23919.66,1.59,Australia,289080.56,25743791,721,.011149715
AUS,2020,3,1,24017.07,1.59,Australia,289080.56,25743791,722,.01119512
AUS,2020,4,1,24106.631,1.59,Australia,289080.56,25743791,723,.011236868
AUS,2020,5,1,24298.449,1.6,Australia,289080.56,25743791,724,.01132628
AUS,2020,6,1,24095.41,1.59,Australia,289080.56,25743791,725,.011231638
AUS,2020,7,1,24258.84,1.6,Australia,289080.56,25743791,726,.011307817
AUS,2020,8,1,24393.881,1.61,Australia,289080.56,25743791,727,.011370764
AUS,2020,9,1,23967.211,1.58,Australia,289080.56,25743791,728,.011171879
AUS,2020,10,1,23859.189,1.5700001,Australia,289080.56,25743791,729,.011121527
AUS,2020,11,1,23778.92,1.5700001,Australia,289080.56,25743791,730,.011084111
AUS,2020,12,1,23693.93,1.5599999,Australia,289080.56,25743791,731,.011044495
AUS,2021,1,1,25727.27,1.7,Australia,308224.91,25956417.5,732,.011894062
AUS,2021,2,1,26897.33,1.78,Australia,308224.91,25956417.5,733,.012434997
AUS,2021,3,1,26531.92,1.75,Australia,308224.91,25956417.5,734,.012266062
AUS,2021,4,1,26054.449,1.72,Australia,308224.91,25956417.5,735,.012045321
AUS,2021,5,1,25896.93,1.71,Australia,308224.91,25956417.5,736,.011972498
AUS,2021,6,1,25745.609,1.7,Australia,308224.91,25956417.5,737,.011902541
AUS,2021,7,1,25502.289,1.6900001,Australia,308224.91,25956417.5,738,.01179005
AUS,2021,8,1,25075.83,1.67,Australia,308224.91,25956417.5,739,.011592893
AUS,2021,9,1,25064.529,1.67,Australia,308224.91,25956417.5,740,.011587668
AUS,2021,10,1,25590.141,1.71,Australia,308224.91,25956417.5,741,.011830665
AUS,2021,11,1,24990.91,1.67,Australia,308224.91,25956417.5,742,.011553633
AUS,2021,12,1,25147.711,1.6799999,Australia,308224.91,25956417.5,743,.011626124
AUS,2022,1,1,24815.131,1.66,Australia,289430.91,26200984.5,744,.011365281
AUS,2022,2,1,25061.699,1.6799999,Australia,289430.91,26200984.5,745,.01147821
AUS,2022,3,1,24769.529,1.67,Australia,289430.91,26200984.5,746,.011344397
AUS,2022,4,1,24808.051,1.67,Australia,289430.91,26200984.5,747,.011362039
AUS,2022,5,1,24177.551,1.63,Australia,289430.91,26200984.5,748,.011073272
AUS,2022,6,1,23966.609,1.62,Australia,289430.91,26200984.5,749,.010976661
AUS,2022,7,1,23831.221,1.61,Australia,289430.91,26200984.5,750,.010914653
AUS,2022,8,1,23667.529,1.6,Australia,289430.91,26200984.5,751,.010839682
AUS,2022,9,1,23599.01,1.59,Australia,289430.91,26200984.5,752,.0108083
AUS,2022,10,1,23467.279,1.58,Australia,289430.91,26200984.5,753,.010747968
AUS,2022,11,1,23967.82,1.61,Australia,289430.91,26200984.5,754,.010977215
AUS,2022,12,1,23299.49,1.5700001,Australia,289430.91,26200984.5,755,.010671121
AUS,2023,1,1,23066.35,1.55,Australia,223423.33,26451124,756,.01046444
AUS,2023,2,1,22134.711,1.49,Australia,223423.33,26451124,757,.010041786
AUS,2023,3,1,22081.1,1.48,Australia,223423.33,26451124,758,.010017465
AUS,2023,4,1,22495.93,1.51,Australia,223423.33,26451124,759,.010205659
AUS,2023,5,1,22713.539,1.52,Australia,223423.33,26451124,760,.010304381
AUS,2023,6,1,22623.811,1.51,Australia,223423.33,26451124,761,.010263675
AUS,2023,7,1,22974.311,1.53,Australia,223423.33,26451124,762,.010422685
AUS,2023,8,1,22290.08,1.49,Australia,223423.33,26451124,763,.010112272
AUS,2023,9,1,21972.609,1.47,Australia,223423.33,26451124,764,.0099682463
AUS,2023,10,1,21070.891,1.41,Australia,223423.33,26451124,765,.0095591657
AUT,2012,1,1,6448.2798,1.42,Austria,78807.648,8431601,624,.0091773029
AUT,2012,2,1,6533.8901,1.4299999,Austria,78807.648,8431601,625,.0092991451
AUT,2012,3,1,6592.52,1.45,Austria,78807.648,8431601,626,.0093825879
AUT,2012,4,1,6656.48,1.46,Austria,78807.648,8431601,627,.0094736172
AUT,2012,5,1,6659.8701,1.46,Austria,78807.648,8431601,628,.0094784424
AUT,2012,6,1,6396.7002,1.4,Austria,78807.648,8431601,629,.0091038942
AUT,2012,7,1,6607.96,1.45,Austria,78807.648,8431601,630,.0094045624
AUT,2012,8,1,6585.4302,1.4400001,Austria,78807.648,8431601,631,.0093724979
AUT,2012,9,1,6563.8501,1.4299999,Austria,78807.648,8431601,632,.0093417848
AUT,2012,10,1,6587.2598,1.4400001,Austria,78807.648,8431601,633,.0093751019
AUT,2012,11,1,6588.5098,1.4400001,Austria,78807.648,8431601,634,.0093768807
AUT,2012,12,1,6586.8999,1.4400001,Austria,78807.648,8431601,635,.0093745897
AUT,2013,1,1,6650.48,1.45,Austria,79359.523,8481406.5,636,.0094094956
AUT,2013,2,1,6545.3101,1.4299999,Austria,79359.523,8481406.5,637,.0092606954
AUT,2013,3,1,6653.98,1.45,Austria,79359.523,8481406.5,638,.0094144475
AUT,2013,4,1,6258.9702,1.36,Austria,79359.523,8481406.5,639,.0088555645
AUT,2013,5,1,6525.6802,1.42,Austria,79359.523,8481406.5,640,.0092329215
AUT,2013,6,1,6541.3701,1.42,Austria,79359.523,8481406.5,641,.0092551205
AUT,2013,7,1,6566.1699,1.4299999,Austria,79359.523,8481406.5,642,.009290209
AUT,2013,8,1,6601.9102,1.4299999,Austria,79359.523,8481406.5,643,.0093407761
AUT,2013,9,1,6743.0698,1.46,Austria,79359.523,8481406.5,644,.0095404973
AUT,2013,10,1,6740.23,1.46,Austria,79359.523,8481406.5,645,.0095364796
AUT,2013,11,1,6760.6499,1.46,Austria,79359.523,8481406.5,646,.0095653711
AUT,2013,12,1,6771.7002,1.46,Austria,79359.523,8481406.5,647,.0095810052
AUT,2014,1,1,6683.54,1.4400001,Austria,81740.859,8547817.5,648,.0093828021
AUT,2014,2,1,6781.1602,1.46,Austria,81740.859,8547817.5,649,.009519848
AUT,2014,3,1,6706.8501,1.45,Austria,81740.859,8547817.5,650,.0094155259
AUT,2014,4,1,6745.1602,1.45,Austria,81740.859,8547817.5,651,.0094693089
AUT,2014,5,1,6808.4399,1.47,Austria,81740.859,8547817.5,652,.009558145
AUT,2014,6,1,6813.3301,1.47,Austria,81740.859,8547817.5,653,.0095650097
AUT,2014,7,1,6874.3701,1.48,Austria,81740.859,8547817.5,654,.0096507026
AUT,2014,8,1,6870.96,1.47,Austria,81740.859,8547817.5,655,.0096459147
AUT,2014,9,1,6866.1499,1.47,Austria,81740.859,8547817.5,656,.0096391626
AUT,2014,10,1,6863.8999,1.47,Austria,81740.859,8547817.5,657,.0096360035
AUT,2014,11,1,6840.6001,1.46,Austria,81740.859,8547817.5,658,.0096032936
AUT,2014,12,1,6886.3999,1.47,Austria,81740.859,8547817.5,659,.0096675903
AUT,2015,1,1,7048.02,1.5,Austria,84465.352,8644038.5,660,.0097843437
AUT,2015,2,1,7009.0098,1.49,Austria,84465.352,8644038.5,661,.0097301882
AUT,2015,3,1,7074.2998,1.51,Austria,84465.352,8644038.5,662,.0098208264
AUT,2015,4,1,7085.4399,1.51,Austria,84465.352,8644038.5,663,.009836291
AUT,2015,5,1,7092.0298,1.51,Austria,84465.352,8644038.5,664,.0098454393
AUT,2015,6,1,7044.1802,1.49,Austria,84465.352,8644038.5,665,.0097790128
AUT,2015,7,1,6742.8999,1.4299999,Austria,84465.352,8644038.5,666,.0093607632
AUT,2015,8,1,7157.96,1.52,Austria,84465.352,8644038.5,667,.009936966
AUT,2015,9,1,6965.0601,1.47,Austria,84465.352,8644038.5,668,.0096691754
AUT,2015,10,1,7101.98,1.5,Austria,84465.352,8644038.5,669,.0098592527
AUT,2015,11,1,7115.0801,1.5,Austria,84465.352,8644038.5,670,.0098774387
AUT,2015,12,1,7029.3901,1.48,Austria,84465.352,8644038.5,671,.0097584808
AUT,2016,1,1,7082.1099,1.49,Austria,87474.656,8737915.5,672,.0097260401
AUT,2016,2,1,7080.21,1.49,Austria,87474.656,8737915.5,673,.0097234314
AUT,2016,3,1,7301.1802,1.53,Austria,87474.656,8737915.5,674,.010026895
AUT,2016,4,1,7112.5698,1.49,Austria,87474.656,8737915.5,675,.0097678714
AUT,2016,5,1,7193.1401,1.51,Austria,87474.656,8737915.5,676,.0098785209
AUT,2016,6,1,7312.9102,1.53,Austria,87474.656,8737915.5,677,.010043005
AUT,2016,7,1,7351.0698,1.54,Austria,87474.656,8737915.5,678,.01009541
AUT,2016,8,1,7363.98,1.54,Austria,87474.656,8737915.5,679,.01011314
AUT,2016,9,1,7540.2402,1.58,Austria,87474.656,8737915.5,680,.010355202
AUT,2016,10,1,7353.1699,1.54,Austria,87474.656,8737915.5,681,.010098294
AUT,2016,11,1,7336.8901,1.53,Austria,87474.656,8737915.5,682,.010075936
AUT,2016,12,1,7447.1899,1.55,Austria,87474.656,8737915.5,683,.010227414
AUT,2017,1,1,7114.6401,1.48,Austria,87770.594,8798777.5,684,.0097031295
AUT,2017,2,1,7474.3701,1.5599999,Austria,87770.594,8798777.5,685,.010193739
AUT,2017,3,1,7333.9502,1.53,Austria,87770.594,8798777.5,686,.01000223
AUT,2017,4,1,7436.8999,1.55,Austria,87770.594,8798777.5,687,.010142636
AUT,2017,5,1,7335.98,1.53,Austria,87770.594,8798777.5,688,.010004999
AUT,2017,6,1,7380.3701,1.53,Austria,87770.594,8798777.5,689,.01006554
AUT,2017,7,1,7280.8398,1.51,Austria,87770.594,8798777.5,690,.0099297976
AUT,2017,8,1,7314.4302,1.52,Austria,87770.594,8798777.5,691,.0099756084
AUT,2017,9,1,7080.1401,1.47,Austria,87770.594,8798777.5,692,.0096560782
AUT,2017,10,1,7213.8101,1.5,Austria,87770.594,8798777.5,693,.0098383809
AUT,2017,11,1,7450.5698,1.55,Austria,87770.594,8798777.5,694,.01016128
AUT,2017,12,1,7354.5898,1.53,Austria,87770.594,8798777.5,695,.01003038
AUT,2018,1,1,7268.6699,1.51,Austria,85574.922,8841650.5,696,.0098651312
AUT,2018,2,1,7249.6299,1.5,Austria,85574.922,8841650.5,697,.0098392898
AUT,2018,3,1,7180.1899,1.49,Austria,85574.922,8841650.5,698,.0097450446
AUT,2018,4,1,7134.0498,1.48,Austria,85574.922,8841650.5,699,.0096824225
AUT,2018,5,1,7266.3999,1.5,Austria,85574.922,8841650.5,700,.0098620495
AUT,2018,6,1,7136.3301,1.48,Austria,85574.922,8841650.5,701,.0096855173
AUT,2018,7,1,7185.5898,1.49,Austria,85574.922,8841650.5,702,.0097523732
AUT,2018,8,1,7080.1001,1.46,Austria,85574.922,8841650.5,703,.0096092019
AUT,2018,9,1,7063.1499,1.46,Austria,85574.922,8841650.5,704,.0095861964
AUT,2018,10,1,6982.46,1.4400001,Austria,85574.922,8841650.5,705,.0094766831
AUT,2018,11,1,7037.25,1.45,Austria,85574.922,8841650.5,706,.0095510446
AUT,2018,12,1,6991.1001,1.4400001,Austria,85574.922,8841650.5,707,.0094884094
AUT,2019,1,1,7134.3198,1.47,Austria,84999.633,8880876,708,.0096400222
AUT,2019,2,1,7054.8101,1.46,Austria,84999.633,8880876,709,.0095325867
AUT,2019,3,1,7096.48,1.47,Austria,84999.633,8880876,710,.0095888916
AUT,2019,4,1,7209.75,1.49,Austria,84999.633,8880876,711,.0097419443
AUT,2019,5,1,6927.6401,1.4299999,Austria,84999.633,8880876,712,.0093607521
AUT,2019,6,1,7075.1899,1.46,Austria,84999.633,8880876,713,.009560124
AUT,2019,7,1,7091.7402,1.46,Austria,84999.633,8880876,714,.0095824879
AUT,2019,8,1,7026.04,1.45,Austria,84999.633,8880876,715,.0094937123
AUT,2019,9,1,7062.6802,1.46,Austria,84999.633,8880876,716,.0095432205
AUT,2019,10,1,7113.4102,1.47,Austria,84999.633,8880876,717,.0096117686
AUT,2019,11,1,7091.52,1.46,Austria,84999.633,8880876,718,.0095821898
AUT,2019,12,1,7116.0498,1.47,Austria,84999.633,8880876,719,.0096153347
AUT,2020,1,1,7016.7798,1.45,Austria,83370.047,8921405,720,.0094381273
AUT,2020,2,1,6797.6499,1.4,Austria,83370.047,8921405,721,.0091433804
AUT,2020,3,1,6983.71,1.4400001,Austria,83370.047,8921405,722,.0093936455
AUT,2020,4,1,6977.8501,1.4400001,Austria,83370.047,8921405,723,.0093857637
AUT,2020,5,1,7057.77,1.45,Austria,83370.047,8921405,724,.0094932625
AUT,2020,6,1,6976.5898,1.4400001,Austria,83370.047,8921405,725,.0093840687
AUT,2020,7,1,6996.8101,1.4400001,Austria,83370.047,8921405,726,.009411267
AUT,2020,8,1,7117.8901,1.47,Austria,83370.047,8921405,727,.0095741292
AUT,2020,9,1,6876.4399,1.42,Austria,83370.047,8921405,728,.0092493594
AUT,2020,10,1,6971.8198,1.4400001,Austria,83370.047,8921405,729,.0093776528
AUT,2020,11,1,6852.8999,1.41,Austria,83370.047,8921405,730,.0092176963
AUT,2020,12,1,6743.8398,1.39,Austria,83370.047,8921405,731,.0090710018
AUT,2021,1,1,7094.4199,1.46,Austria,86144.594,8967056.5,732,.0094939778
AUT,2021,2,1,7363.3799,1.52,Austria,86144.594,8967056.5,733,.0098539088
AUT,2021,3,1,7241.1401,1.49,Austria,86144.594,8967056.5,734,.0096903238
AUT,2021,4,1,7049.0898,1.45,Austria,86144.594,8967056.5,735,.0094333161
AUT,2021,5,1,7104.1699,1.46,Austria,86144.594,8967056.5,736,.0095070256
AUT,2021,6,1,7106.4702,1.46,Austria,86144.594,8967056.5,737,.0095101045
AUT,2021,7,1,7030.0601,1.45,Austria,86144.594,8967056.5,738,.00940785
AUT,2021,8,1,7062.3701,1.45,Austria,86144.594,8967056.5,739,.0094510885
AUT,2021,9,1,7386.79,1.52,Austria,86144.594,8967056.5,740,.0098852376
AUT,2021,10,1,7362.9702,1.51,Austria,86144.594,8967056.5,741,.0098533612
AUT,2021,11,1,7337.8398,1.51,Austria,86144.594,8967056.5,742,.0098197302
AUT,2021,12,1,7005.8901,1.4400001,Austria,86144.594,8967056.5,743,.0093755051
AUT,2022,1,1,6778.71,1.39,Austria,82640.883,9064677,744,.0089737913
AUT,2022,2,1,6866.3398,1.41,Austria,82640.883,9064677,745,.0090897977
AUT,2022,3,1,6559.5298,1.35,Austria,82640.883,9064677,746,.0086836359
AUT,2022,4,1,6719.1201,1.38,Austria,82640.883,9064677,747,.0088949054
AUT,2022,5,1,6965.21,1.4299999,Austria,82640.883,9064677,748,.0092206839
AUT,2022,6,1,7075.04,1.45,Austria,82640.883,9064677,749,.0093660792
AUT,2022,7,1,7003.9502,1.4299999,Austria,82640.883,9064677,750,.0092719691
AUT,2022,8,1,7001.04,1.4299999,Austria,82640.883,9064677,751,.0092681162
AUT,2022,9,1,7099.3599,1.46,Austria,82640.883,9064677,752,.0093982741
AUT,2022,10,1,7050.29,1.45,Austria,82640.883,9064677,753,.0093333144
AUT,2022,11,1,6942.71,1.42,Austria,82640.883,9064677,754,.0091908975
AUT,2022,12,1,6579.5801,1.35,Austria,82640.883,9064677,755,.0087101795
AUT,2023,1,1,6614,1.36,Austria,77740.32,9130429,756,.0086926911
AUT,2023,2,1,6466.5498,1.33,Austria,77740.32,9130429,757,.0084988996
AUT,2023,3,1,6440.5,1.3200001,Austria,77740.32,9130429,758,.0084646624
AUT,2023,4,1,6543.4902,1.35,Austria,77740.32,9130429,759,.0086000208
AUT,2023,5,1,6582.9502,1.35,Austria,77740.32,9130429,760,.0086518833
AUT,2023,6,1,6556.2002,1.35,Austria,77740.32,9130429,761,.0086167259
AUT,2023,7,1,6515.9902,1.34,Austria,77740.32,9130429,762,.008563878
AUT,2023,8,1,6300.6899,1.3,Austria,77740.32,9130429,763,.0082809124
AUT,2023,9,1,6068.2798,1.25,Austria,77740.32,9130429,764,.0079754582
AUT,2023,10,1,6449.6201,1.33,Austria,77740.32,9130429,765,.0084766494
AUT,2023,11,1,6749.3501,1.39,Austria,77740.32,9130429,766,.0088705802
AUT,2023,12,1,6452.7002,1.33,Austria,77740.32,9130429,767,.0084806969
AUT,2024,1,1,6482.0898,1.34,Austria,38662.141,9120813,768,.0085283052
AUT,2024,2,1,6477.6499,1.34,Austria,38662.141,9120813,769,.008522464
AUT,2024,3,1,6550.27,1.35,Austria,38662.141,9120813,770,.0086180083
AUT,2024,4,1,6475.1899,1.34,Austria,38662.141,9120813,771,.0085192276
AUT,2024,5,1,6386.8101,1.3200001,Austria,38662.141,9120813,772,.0084029483
AUT,2024,6,1,6290.1299,1.3,Austria,38662.141,9120813,773,.0082757492
BEL,2012,1,1,10531.1,1.78,Belgium,126818.28,11107518,624,.011377267
BEL,2012,2,1,10669.96,1.8,Belgium,126818.28,11107518,625,.011527284
BEL,2012,3,1,10829.7,1.83,Belgium,126818.28,11107518,626,.01169986
BEL,2012,4,1,10811.06,1.8200001,Belgium,126818.28,11107518,627,.011679721
BEL,2012,5,1,10659.14,1.8,Belgium,126818.28,11107518,628,.011515595
BEL,2012,6,1,10571.78,1.78,Belgium,126818.28,11107518,629,.011421216
BEL,2012,7,1,10291.46,1.73,Belgium,126818.28,11107518,630,.011118372
BEL,2012,8,1,10403.23,1.75,Belgium,126818.28,11107518,631,.011239124
BEL,2012,9,1,10513.84,1.77,Belgium,126818.28,11107518,632,.011358621
BEL,2012,10,1,10469.79,1.76,Belgium,126818.28,11107518,633,.011311031
BEL,2012,11,1,10508.14,1.77,Belgium,126818.28,11107518,634,.011352462
BEL,2012,12,1,10559.08,1.78,Belgium,126818.28,11107518,635,.011407495
BEL,2013,1,1,10520.76,1.77,Belgium,124892.57,11160276,636,.011312366
BEL,2013,2,1,10523.12,1.77,Belgium,124892.57,11160276,637,.011314903
BEL,2013,3,1,10492.32,1.76,Belgium,124892.57,11160276,638,.011281786
BEL,2013,4,1,10355.16,1.74,Belgium,124892.57,11160276,639,.011134305
BEL,2013,5,1,10405.92,1.75,Belgium,124892.57,11160276,640,.011188884
BEL,2013,6,1,10429.51,1.75,Belgium,124892.57,11160276,641,.011214249
BEL,2013,7,1,10535.3,1.77,Belgium,124892.57,11160276,642,.011328
BEL,2013,8,1,10413.83,1.75,Belgium,124892.57,11160276,643,.01119739
BEL,2013,9,1,10340.84,1.73,Belgium,124892.57,11160276,644,.011118907
BEL,2013,10,1,9977.3496,1.67,Belgium,124892.57,11160276,645,.010728068
BEL,2013,11,1,10454.18,1.75,Belgium,124892.57,11160276,646,.011240776
BEL,2013,12,1,10444.28,1.75,Belgium,124892.57,11160276,647,.011230132
BEL,2014,1,1,10657.82,1.78,Belgium,124498.48,11210119,648,.011408785
BEL,2014,2,1,10751.96,1.8,Belgium,124498.48,11210119,649,.011509558
BEL,2014,3,1,10398.58,1.74,Belgium,124498.48,11210119,650,.011131279
BEL,2014,4,1,10389.76,1.74,Belgium,124498.48,11210119,651,.011121837
BEL,2014,5,1,10293.22,1.72,Belgium,124498.48,11210119,652,.011018495
BEL,2014,6,1,10480.81,1.75,Belgium,124498.48,11210119,653,.011219302
BEL,2014,7,1,10381.11,1.74,Belgium,124498.48,11210119,654,.011112578
BEL,2014,8,1,10357.01,1.73,Belgium,124498.48,11210119,655,.01108678
BEL,2014,9,1,10374.19,1.73,Belgium,124498.48,11210119,656,.01110517
BEL,2014,10,1,9959.5098,1.66,Belgium,124498.48,11210119,657,.010661271
BEL,2014,11,1,10407.17,1.74,Belgium,124498.48,11210119,658,.011140474
BEL,2014,12,1,10047.34,1.6799999,Belgium,124498.48,11210119,659,.010755289
BEL,2015,1,1,10094.71,1.6799999,Belgium,121686.14,11275334.5,660,.010743497
BEL,2015,2,1,10133.37,1.6900001,Belgium,121686.14,11275334.5,661,.010784642
BEL,2015,3,1,10179.64,1.7,Belgium,121686.14,11275334.5,662,.010833885
